"PricePerNight","Region","UserIncome","Booked?","Nights"
328,"New York",143685,1,3
613,"Washington",131186,1,1
380,"Las Vegas",148766,1,3
454,"Las Vegas",153060,0,0
236,"Las Vegas",91814,1,4
624,"New York",151625,1,4
531,"New York",68758,1,4
414,"Chicago",46512,1,3
282,"Miami",63357,1,4
529,"New York",112842,1,4
477,"New York",37537,1,3
227,"Washington",158564,1,5
224,"Miami",49685,1,5
405,"Washington",90966,1,5
281,"New York",180384,1,4
421,"New York",157167,0,0
642,"Chicago",38434,0,0
301,"New York",137395,1,5
521,"Miami",140977,0,0
268,"New York",34982,1,4
437,"Washington",63783,1,5
573,"Las Vegas",136808,1,5
257,"Miami",95788,1,5
569,"Hawaii",159424,0,0
311,"New York",136631,1,2
244,"Washington",182747,1,2
274,"Chicago",46241,1,4
499,"Miami",63125,1,1
505,"Hawaii",106140,1,1
260,"Las Vegas",109404,0,0
641,"Miami",197400,1,3
266,"Hawaii",41952,1,3
624,"Hawaii",194295,1,5
515,"Chicago",144294,1,3
456,"Washington",28499,1,5
311,"Miami",132104,1,2
353,"Miami",54168,1,5
578,"Hawaii",77844,1,4
615,"Las Vegas",100374,1,5
432,"Hawaii",53296,1,2
600,"Miami",49660,1,1
517,"New York",89274,0,0
391,"Hawaii",39243,1,3
335,"Hawaii",138627,1,2
634,"Hawaii",144593,0,0
256,"Hawaii",26075,1,1
506,"Washington",96528,0,0
569,"Washington",170804,1,5
297,"Washington",120862,1,5
467,"Miami",133247,1,5
273,"Washington",89863,0,0
382,"Hawaii",100713,1,4
307,"Las Vegas",155111,1,1
437,"Miami",118101,1,4
502,"New York",160601,1,5
608,"New York",199157,1,4
350,"Miami",37546,0,0
309,"Hawaii",78921,1,4
339,"Hawaii",131976,1,2
302,"Las Vegas",30637,0,0
255,"Miami",83054,1,1
320,"New York",39975,0,0
616,"Chicago",112412,0,0
225,"Chicago",112653,0,0
426,"Washington",86790,1,2
557,"Las Vegas",117317,1,3
577,"Miami",167045,0,0
459,"New York",54726,0,0
309,"Miami",105071,1,3
462,"Miami",150520,1,2
262,"New York",147411,1,1
417,"New York",75674,0,0
242,"Chicago",109515,1,3
337,"New York",108629,1,3
505,"Hawaii",197681,1,2
292,"Hawaii",154535,1,4
378,"Las Vegas",43271,1,1
561,"New York",128434,1,5
303,"Hawaii",92122,1,2
235,"Miami",70553,1,1
550,"Washington",190310,0,0
502,"Hawaii",71528,1,4
430,"Las Vegas",66673,1,3
296,"New York",191630,0,0
284,"Las Vegas",48573,1,5
475,"Washington",76219,0,0
217,"Las Vegas",129442,1,4
303,"Las Vegas",194848,1,4
571,"Washington",111832,1,3
335,"Miami",117246,1,5
207,"Hawaii",163347,1,1
633,"New York",137971,1,4
239,"Hawaii",71244,1,3
537,"Las Vegas",164748,1,2
576,"Miami",99794,1,3
207,"Las Vegas",116338,1,4
584,"New York",39707,1,1
448,"Miami",90006,1,1
353,"Washington",82084,1,2
347,"New York",179657,0,0
488,"New York",167934,1,3
258,"Miami",42346,1,4
340,"Washington",186961,0,0
462,"New York",192395,1,4
542,"Washington",170106,1,1
448,"New York",181833,1,1
510,"Washington",28150,0,0
367,"Washington",178356,1,4
608,"New York",183179,0,0
639,"Miami",177532,1,4
545,"Chicago",193488,1,5
206,"New York",199832,1,2
435,"Miami",148411,1,5
560,"Hawaii",66590,0,0
293,"Chicago",107506,1,4
374,"Hawaii",190863,1,4
444,"Miami",53809,0,0
535,"Washington",124546,1,1
350,"Washington",73160,1,2
346,"Hawaii",58841,0,0
391,"New York",159390,1,3
324,"Chicago",75191,1,3
482,"Las Vegas",57481,1,5
220,"Las Vegas",33612,1,2
473,"Las Vegas",165539,1,1
388,"Miami",175385,1,2
220,"Miami",127576,1,1
647,"Miami",181518,0,0
482,"Miami",89829,1,3
577,"Las Vegas",177483,1,2
379,"Washington",147293,1,5
629,"Miami",195722,0,0
370,"New York",63624,1,1
569,"New York",104551,0,0
203,"Las Vegas",48778,1,4
593,"Las Vegas",165304,0,0
233,"Las Vegas",148047,1,5
568,"Las Vegas",113992,1,5
464,"Las Vegas",106722,0,0
507,"Hawaii",89369,0,0
521,"Washington",114725,1,5
326,"New York",80215,0,0
503,"Miami",90754,0,0
334,"Washington",44405,0,0
457,"Miami",162850,1,3
225,"New York",141329,1,4
356,"Las Vegas",171555,1,4
424,"Las Vegas",50679,1,3
439,"Miami",116086,0,0
567,"Las Vegas",145618,0,0
430,"Miami",101026,0,0
582,"Chicago",107224,1,3
467,"Miami",97834,0,0
442,"Las Vegas",178179,0,0
482,"Washington",160096,1,4
331,"Las Vegas",142076,1,4
455,"Washington",107435,1,1
650,"Washington",49691,0,0
614,"Chicago",196788,0,0
546,"Miami",116638,0,0
580,"Washington",95418,0,0
615,"New York",29517,0,0
470,"Chicago",187244,1,3
366,"New York",41045,0,0
536,"New York",72738,1,5
418,"New York",167141,1,2
202,"Miami",98147,1,3
503,"Washington",182793,1,5
382,"Las Vegas",74847,1,4
629,"Hawaii",86623,1,3
260,"New York",104783,0,0
370,"Las Vegas",83671,1,2
605,"Miami",191276,1,4
562,"New York",79888,0,0
428,"Miami",51373,0,0
208,"New York",132357,1,2
313,"New York",32964,1,4
338,"Hawaii",192918,1,1
498,"Hawaii",132592,1,4
244,"Las Vegas",54062,1,1
634,"Hawaii",86367,0,0
590,"Las Vegas",196227,1,5
328,"New York",108219,0,0
396,"New York",172199,1,4
353,"New York",54004,1,2
357,"Miami",92293,1,5
337,"Hawaii",98736,1,2
612,"New York",33818,0,0
328,"Las Vegas",48271,0,0
591,"Washington",136608,1,5
568,"Miami",125273,1,4
283,"New York",181326,1,3
302,"Las Vegas",193142,1,2
500,"Las Vegas",160321,1,1
411,"New York",56209,1,3
249,"Hawaii",161136,1,3
266,"Washington",26714,1,1
343,"Hawaii",58775,1,1
473,"New York",35234,0,0
626,"Washington",54158,0,0
390,"Miami",107117,1,1
617,"Washington",183589,1,2
245,"New York",128295,1,1
590,"Chicago",128270,1,1
317,"Chicago",76512,1,5
328,"Hawaii",45376,1,2
275,"Las Vegas",29908,0,0
213,"New York",175857,1,2
244,"Miami",156933,1,4
254,"Miami",35162,1,4
287,"New York",186222,1,4
573,"Miami",163923,1,1
207,"Washington",124609,1,1
374,"Las Vegas",31796,0,0
611,"New York",184947,1,4
207,"Hawaii",98814,1,1
339,"Chicago",82605,1,5
393,"Las Vegas",37644,0,0
453,"Washington",51768,0,0
614,"New York",119313,1,4
433,"Chicago",150123,1,3
533,"Chicago",92475,1,5
478,"Chicago",118398,0,0
293,"Hawaii",37757,1,4
429,"Hawaii",105984,0,0
227,"New York",149256,1,3
549,"Washington",46143,0,0
292,"New York",195058,1,4
586,"Washington",149637,0,0
431,"Las Vegas",32659,0,0
313,"Hawaii",125611,1,1
566,"New York",71155,1,1
230,"Miami",31301,0,0
212,"Miami",62280,1,5
468,"Chicago",148156,1,3
581,"Chicago",170392,1,2
404,"Washington",91754,1,4
426,"Miami",79598,1,2
294,"Miami",134499,1,4
522,"Las Vegas",34065,1,3
441,"Miami",99406,1,3
222,"Miami",76307,1,4
570,"Las Vegas",104247,1,5
314,"Las Vegas",38581,0,0
435,"Washington",74392,1,1
347,"New York",81552,1,4
250,"Hawaii",55990,0,0
583,"New York",56228,0,0
481,"Las Vegas",29618,0,0
582,"Miami",66025,0,0
257,"Hawaii",28046,1,3
501,"Hawaii",88302,1,5
474,"Hawaii",194793,1,4
626,"Las Vegas",61528,1,3
461,"New York",177401,1,3
336,"Washington",44336,0,0
621,"Miami",108330,0,0
580,"Hawaii",94820,0,0
391,"Las Vegas",192119,1,3
419,"Hawaii",73880,1,3
546,"New York",109579,1,3
314,"Hawaii",144653,1,1
565,"Washington",104340,1,4
570,"Hawaii",80443,0,0
388,"New York",35753,1,2
612,"Miami",132379,1,5
232,"Hawaii",91632,1,5
565,"Las Vegas",86870,1,2
419,"Washington",53081,0,0
337,"New York",93651,1,2
478,"Chicago",186247,1,5
344,"Miami",168154,1,5
494,"Las Vegas",35101,1,5
612,"Chicago",168026,0,0
456,"New York",118475,0,0
487,"Miami",182813,1,2
387,"New York",71456,1,1
558,"Washington",59289,0,0
588,"Las Vegas",106770,0,0
365,"New York",89090,0,0
420,"Miami",127531,0,0
603,"Hawaii",127837,1,1
409,"Chicago",66206,1,3
294,"Hawaii",96689,1,2
504,"Hawaii",121140,0,0
530,"Hawaii",90302,0,0
494,"Hawaii",69134,0,0
293,"Hawaii",140385,1,3
632,"Hawaii",172924,0,0
203,"Washington",180193,1,5
606,"Miami",65561,0,0
240,"Miami",186148,1,3
577,"New York",45041,0,0
449,"Washington",45493,0,0
472,"Miami",58779,0,0
565,"Chicago",182118,1,3
318,"Hawaii",196961,1,4
218,"Las Vegas",167229,1,4
262,"Washington",114237,1,5
247,"Las Vegas",181028,1,3
279,"Washington",189563,1,4
633,"Las Vegas",136832,1,4
287,"Las Vegas",69483,0,0
349,"Miami",26848,1,3
512,"Las Vegas",38208,0,0
512,"Miami",37296,1,5
329,"New York",76057,0,0
335,"Las Vegas",170722,1,3
393,"Chicago",129220,1,5
372,"Miami",80980,1,5
608,"Washington",32612,0,0
441,"Hawaii",181795,0,0
473,"Washington",69971,1,5
427,"Las Vegas",111218,0,0
427,"Washington",69857,0,0
391,"Las Vegas",45648,1,4
298,"New York",142110,1,1
344,"Hawaii",108276,1,3
309,"Las Vegas",89261,1,4
201,"Hawaii",61909,1,1
301,"New York",186636,1,1
636,"Las Vegas",128048,1,4
395,"Las Vegas",32543,1,1
633,"New York",41855,0,0
315,"Las Vegas",177107,1,4
261,"Miami",146726,1,5
453,"Las Vegas",125187,0,0
395,"Las Vegas",108959,1,5
588,"Washington",88598,0,0
612,"New York",169402,1,1
478,"Miami",126737,0,0
578,"Hawaii",197668,1,5
330,"Washington",177275,1,4
605,"Chicago",92630,0,0
263,"Hawaii",110217,1,3
264,"Chicago",163103,1,5
461,"Las Vegas",149325,1,5
648,"New York",146345,0,0
440,"Washington",25364,1,5
258,"Miami",28840,0,0
280,"Las Vegas",167674,1,3
549,"Chicago",37075,0,0
493,"Washington",185394,1,4
450,"Las Vegas",75772,1,1
535,"Miami",32643,0,0
354,"New York",89494,0,0
376,"Las Vegas",122018,1,3
358,"Hawaii",140265,1,5
480,"Las Vegas",34660,0,0
272,"Miami",118952,0,0
311,"New York",165976,1,4
626,"Hawaii",108589,1,2
645,"Washington",88321,1,5
441,"Hawaii",155220,0,0
220,"New York",131174,1,3
471,"Las Vegas",158802,1,5
525,"Washington",76765,1,4
462,"Hawaii",75838,0,0
437,"Miami",123303,1,2
359,"Miami",52443,0,0
236,"New York",189895,1,4
258,"Washington",88605,1,4
365,"New York",161509,1,5
470,"Chicago",69920,1,5
307,"Miami",34394,1,5
208,"New York",54686,1,1
339,"Hawaii",110435,1,2
235,"Las Vegas",101558,1,2
313,"Las Vegas",153317,1,2
263,"Hawaii",92658,1,5
367,"Washington",194796,1,1
263,"Las Vegas",128815,1,1
456,"Hawaii",51876,0,0
444,"New York",140371,0,0
274,"Chicago",170835,0,0
625,"New York",193292,1,2
482,"Hawaii",109296,1,3
229,"Hawaii",195160,1,1
281,"New York",195507,1,1
500,"Miami",163746,0,0
608,"New York",121051,0,0
567,"Miami",178222,1,3
399,"Miami",110581,1,1
273,"Miami",61154,1,5
275,"Washington",120533,0,0
416,"Chicago",29713,1,4
378,"Miami",191426,1,5
558,"Las Vegas",183859,1,5
546,"Chicago",39038,0,0
380,"Miami",64774,1,1
484,"Las Vegas",76169,0,0
386,"Hawaii",104196,0,0
364,"Las Vegas",136492,0,0
479,"Washington",57943,0,0
630,"Chicago",51350,1,3
414,"New York",150354,1,1
479,"Hawaii",154294,1,4
330,"New York",89683,1,3
383,"Hawaii",181340,1,1
400,"Hawaii",114453,1,5
328,"New York",166735,1,3
637,"Miami",95650,0,0
597,"Chicago",146583,1,1
564,"Washington",41485,0,0
519,"Miami",85109,0,0
281,"New York",71470,1,1
229,"Hawaii",138976,1,5
248,"Chicago",198912,1,3
582,"Miami",40643,0,0
362,"Miami",129369,0,0
553,"Hawaii",191368,1,4
609,"Hawaii",69919,0,0
485,"Washington",89904,0,0
477,"Las Vegas",93551,0,0
230,"Miami",125697,1,4
309,"New York",126549,1,1
385,"Las Vegas",108171,1,4
565,"Washington",132260,0,0
371,"Chicago",133376,1,4
401,"New York",160909,1,3
457,"Washington",74991,1,3
259,"Las Vegas",42254,0,0
206,"Las Vegas",155132,1,3
505,"Chicago",169889,1,1
576,"Miami",99373,0,0
621,"Miami",93072,1,3
226,"Las Vegas",194732,1,5
501,"Miami",103869,0,0
374,"Washington",35720,1,5
459,"Chicago",97804,1,2
262,"New York",63173,0,0
315,"Miami",82212,1,3
341,"Las Vegas",152914,1,2
522,"Hawaii",145761,0,0
285,"Miami",197084,1,1
264,"Miami",98583,1,1
458,"Miami",179264,1,4
222,"Washington",171196,1,3
396,"Las Vegas",163665,1,1
417,"Miami",80646,1,4
409,"Miami",186738,1,4
419,"Hawaii",121672,1,2
532,"Miami",106941,1,4
646,"New York",113526,0,0
578,"Las Vegas",98372,1,1
250,"Washington",136634,1,2
588,"New York",112693,1,3
456,"Las Vegas",130630,1,5
507,"Hawaii",131646,0,0
555,"New York",154818,0,0
381,"Chicago",124307,1,3
584,"Miami",154785,1,1
285,"Las Vegas",51362,1,5
423,"New York",96422,0,0
254,"New York",189341,1,2
303,"Las Vegas",25672,0,0
607,"New York",64267,0,0
413,"Hawaii",133970,1,4
443,"New York",112326,0,0
638,"New York",165341,0,0
638,"New York",32126,0,0
508,"Hawaii",172902,1,2
551,"New York",119766,1,3
209,"Miami",138016,1,5
528,"Las Vegas",85370,1,5
615,"Hawaii",108492,0,0
398,"Miami",48072,1,3
518,"Miami",115543,0,0
568,"Las Vegas",173361,0,0
419,"New York",75997,0,0
579,"Miami",26043,0,0
422,"New York",32696,0,0
208,"Chicago",58280,0,0
398,"Miami",41227,1,1
415,"Washington",99451,1,2
471,"New York",141869,0,0
399,"Miami",81482,0,0
338,"Miami",118087,1,2
503,"Miami",48312,1,1
474,"Miami",165491,1,2
638,"Miami",129593,1,2
279,"Chicago",88969,1,4
638,"Las Vegas",85059,0,0
461,"Miami",120835,1,3
532,"Las Vegas",58974,1,4
590,"New York",79398,0,0
491,"New York",61101,0,0
513,"Miami",43240,1,1
648,"Hawaii",147782,0,0
582,"Washington",195312,1,4
545,"Miami",94785,0,0
262,"Las Vegas",84772,1,5
243,"Las Vegas",99058,1,1
435,"Las Vegas",134864,1,5
287,"Las Vegas",43428,1,5
529,"New York",136903,1,4
423,"Hawaii",161707,1,4
264,"Hawaii",182288,1,5
579,"Las Vegas",74488,1,4
624,"Hawaii",85847,1,4
325,"New York",71542,0,0
268,"Las Vegas",97031,1,1
518,"Chicago",140611,0,0
454,"Washington",89298,1,1
241,"Miami",92007,1,5
452,"Washington",169636,1,1
477,"Las Vegas",131868,1,3
447,"Miami",72664,0,0
377,"New York",37106,0,0
388,"Chicago",58638,0,0
607,"Miami",98546,0,0
503,"Las Vegas",87399,0,0
630,"New York",80844,0,0
268,"Las Vegas",148767,1,5
452,"Las Vegas",166399,1,5
244,"New York",120341,1,4
481,"New York",42536,0,0
315,"Las Vegas",173977,1,3
416,"Hawaii",151379,0,0
415,"Washington",116703,1,1
574,"Washington",55707,0,0
603,"Las Vegas",56404,0,0
460,"Washington",100816,1,2
625,"New York",176326,1,5
331,"Miami",144128,1,2
481,"Las Vegas",168594,1,1
479,"Chicago",140131,1,2
492,"Washington",45038,0,0
306,"Chicago",98901,1,3
382,"Las Vegas",133316,1,3
277,"Hawaii",103473,1,1
434,"New York",85530,1,1
463,"New York",40708,0,0
236,"Chicago",199091,1,1
528,"Las Vegas",47237,0,0
476,"Washington",43616,0,0
502,"Las Vegas",150033,0,0
333,"Hawaii",25072,0,0
362,"Las Vegas",82716,0,0
484,"Las Vegas",125350,1,3
632,"Washington",95138,1,4
364,"Miami",135588,1,3
289,"New York",169326,0,0
314,"Hawaii",130918,1,3
418,"Chicago",46283,0,0
386,"Las Vegas",44886,1,1
348,"Miami",68236,1,3
361,"New York",70973,0,0
508,"Las Vegas",160911,0,0
588,"Las Vegas",117429,1,5
411,"Las Vegas",40294,0,0
462,"Washington",63601,1,2
424,"New York",43340,0,0
500,"Washington",121521,0,0
510,"New York",73442,1,3
248,"Miami",56457,1,3
250,"Las Vegas",53848,1,4
620,"Miami",103798,0,0
390,"New York",151020,1,5
453,"Chicago",115436,1,1
630,"Hawaii",116433,0,0
288,"New York",58193,1,1
301,"Hawaii",139624,1,1
480,"Chicago",148357,1,4
576,"Hawaii",141330,1,2
564,"Washington",49815,1,5
268,"Washington",123431,0,0
237,"New York",185956,1,5
551,"Miami",173546,1,5
630,"New York",198644,1,4
478,"Chicago",184952,0,0
397,"Miami",190309,0,0
499,"Washington",153690,1,2
591,"Las Vegas",188790,1,4
426,"Miami",59159,0,0
438,"Washington",55297,1,5
547,"Las Vegas",28538,0,0
366,"Hawaii",99046,1,5
623,"Miami",59565,0,0
215,"Washington",28081,1,3
352,"Washington",105162,1,4
261,"New York",159171,1,2
352,"New York",132570,1,3
418,"New York",47665,1,4
541,"Hawaii",63442,0,0
558,"Chicago",112183,0,0
387,"New York",94743,1,5
213,"New York",117929,1,1
622,"Washington",48465,0,0
612,"Miami",175839,1,3
475,"Chicago",54204,1,4
614,"Miami",195760,1,2
482,"Hawaii",104756,1,1
257,"Las Vegas",164566,1,3
264,"Chicago",102036,1,1
507,"Washington",124364,1,2
615,"Las Vegas",46044,1,5
268,"New York",76206,1,1
598,"Chicago",162271,0,0
403,"New York",110914,1,2
221,"Washington",90729,1,1
571,"Hawaii",198123,1,3
635,"Las Vegas",99542,0,0
563,"New York",68852,0,0
333,"Hawaii",31980,1,5
289,"Las Vegas",115940,0,0
291,"Las Vegas",57937,1,3
357,"Miami",83919,1,3
301,"New York",56070,0,0
274,"Miami",39813,1,5
242,"New York",78804,0,0
485,"Hawaii",199215,1,2
553,"Las Vegas",162962,0,0
227,"Chicago",43013,1,2
238,"Miami",46355,0,0
202,"Washington",173788,1,5
264,"Chicago",127707,1,3
618,"Las Vegas",124343,0,0
273,"Hawaii",188683,1,5
645,"Miami",81045,1,1
517,"Chicago",70994,0,0
346,"New York",107786,1,5
348,"New York",90620,1,2
550,"Las Vegas",85541,0,0
424,"Las Vegas",157747,1,1
424,"Miami",157314,1,5
320,"New York",121648,1,2
618,"Miami",117977,0,0
505,"Hawaii",115874,0,0
520,"Washington",41837,1,3
327,"New York",64051,0,0
461,"Miami",82755,0,0
629,"New York",110042,1,3
216,"Hawaii",100511,1,3
430,"Miami",91419,1,4
587,"Chicago",146322,0,0
325,"Las Vegas",182365,1,5
363,"Miami",154634,1,2
612,"Miami",89245,0,0
236,"Las Vegas",186734,1,5
431,"Hawaii",133782,1,3
389,"New York",106643,1,5
271,"New York",89534,1,5
402,"Hawaii",61731,1,4
276,"Hawaii",124665,1,1
585,"Las Vegas",145997,0,0
510,"Hawaii",44972,0,0
255,"Las Vegas",73193,0,0
254,"Hawaii",69698,1,1
330,"Washington",196914,1,5
623,"Miami",158759,1,3
619,"Miami",27498,0,0
282,"Hawaii",92068,1,4
611,"Miami",83433,1,4
230,"New York",43156,1,2
595,"Washington",53044,1,2
226,"New York",147223,1,1
628,"Hawaii",148465,1,5
272,"Washington",184877,1,1
461,"New York",33537,0,0
520,"Miami",126801,0,0
326,"Chicago",108176,1,5
212,"New York",102319,1,2
520,"Washington",98587,1,3
341,"New York",25677,1,1
585,"Miami",45737,0,0
412,"Washington",92432,1,1
646,"New York",72159,0,0
235,"Las Vegas",55305,0,0
211,"Miami",174035,1,3
459,"Hawaii",115739,1,4
473,"Washington",85971,0,0
202,"Las Vegas",84513,1,1
535,"Hawaii",102829,0,0
221,"Miami",127448,1,1
415,"Washington",116018,1,1
622,"Hawaii",98875,0,0
227,"Miami",43593,1,4
629,"Washington",44995,0,0
547,"Las Vegas",144481,1,1
583,"New York",85411,0,0
298,"Hawaii",90157,0,0
648,"Hawaii",46164,0,0
512,"Chicago",196242,1,3
329,"Washington",161149,1,2
568,"Hawaii",91121,0,0
632,"Chicago",31855,1,3
605,"Washington",188733,1,5
257,"Las Vegas",87600,0,0
227,"Miami",160679,1,5
568,"Las Vegas",128767,0,0
587,"Hawaii",110740,0,0
220,"Las Vegas",63082,1,4
301,"Miami",58261,0,0
517,"Las Vegas",78858,1,4
244,"Miami",188321,1,3
207,"Miami",175285,1,3
608,"Hawaii",57799,0,0
222,"Hawaii",62716,0,0
593,"Miami",181615,1,5
254,"Washington",60515,1,2
382,"Las Vegas",113790,1,5
303,"Washington",152817,1,3
549,"Hawaii",38557,1,4
459,"Hawaii",31811,1,1
288,"Las Vegas",103882,1,3
391,"Las Vegas",173447,0,0
398,"New York",199270,0,0
609,"New York",46730,1,4
408,"Miami",198613,1,5
619,"Miami",79079,0,0
375,"Miami",171966,1,2
562,"Washington",67017,0,0
546,"Washington",98869,0,0
353,"New York",60441,1,5
622,"Chicago",84910,1,2
427,"Chicago",128093,1,5
346,"Las Vegas",57996,0,0
399,"New York",63006,1,5
419,"Chicago",86688,1,2
579,"New York",101461,1,5
627,"Las Vegas",158841,1,3
412,"Miami",28274,0,0
367,"Washington",126845,1,5
302,"Miami",131466,1,1
202,"Las Vegas",31361,0,0
519,"Las Vegas",63169,1,4
513,"New York",194842,1,3
207,"Miami",89702,1,4
284,"Hawaii",82628,1,4
442,"Washington",188840,1,4
272,"Chicago",180505,1,1
311,"Washington",151272,1,4
615,"Washington",130495,1,2
363,"Hawaii",186271,1,3
647,"New York",73229,0,0
527,"Hawaii",42881,0,0
267,"Hawaii",91076,1,2
466,"Las Vegas",71066,1,4
582,"Miami",193227,1,3
530,"New York",165019,1,1
408,"New York",121003,0,0
430,"New York",58685,0,0
450,"New York",176558,1,3
290,"Las Vegas",64315,0,0
600,"Las Vegas",162483,1,2
269,"Chicago",193896,1,1
463,"Las Vegas",49701,0,0
416,"Miami",90601,0,0
289,"Las Vegas",74908,1,2
640,"Miami",79318,0,0
344,"New York",96904,0,0
220,"Hawaii",151578,1,4
539,"Washington",48763,0,0
455,"Washington",124548,0,0
204,"Miami",62410,1,5
335,"New York",147838,1,3
588,"Las Vegas",192859,1,2
304,"Miami",120152,1,4
226,"Chicago",137981,1,2
520,"Miami",194702,1,1
429,"Hawaii",130615,1,1
382,"Miami",62833,1,3
391,"Chicago",187665,1,3
611,"Washington",184183,0,0
606,"Chicago",180890,0,0
298,"Las Vegas",187306,1,5
459,"New York",88867,0,0
218,"Washington",104624,1,3
443,"Chicago",91495,0,0
251,"Chicago",75580,0,0
541,"Las Vegas",32994,0,0
250,"Chicago",165974,1,3
292,"Las Vegas",34294,1,4
545,"Las Vegas",129109,1,3
390,"Miami",176420,1,4
446,"Las Vegas",39180,0,0
596,"New York",130212,0,0
527,"Miami",196666,1,5
539,"Las Vegas",128515,0,0
470,"Washington",70793,0,0
245,"Hawaii",44857,1,1
572,"Miami",119452,1,1
532,"Hawaii",61804,0,0
597,"Hawaii",91448,0,0
238,"New York",104155,1,5
573,"New York",117929,1,5
324,"Chicago",101203,1,1
350,"New York",136688,1,4
599,"Washington",163752,0,0
286,"Chicago",111863,1,3
205,"Miami",176899,1,1
517,"New York",101326,0,0
217,"Miami",186228,1,1
570,"Miami",192990,0,0
607,"Miami",93007,0,0
275,"Washington",199598,1,2
293,"Hawaii",141718,1,3
558,"Washington",122554,0,0
602,"New York",146811,0,0
310,"Chicago",73569,1,3
395,"Washington",90676,1,5
379,"Miami",162273,1,1
500,"Chicago",167411,0,0
337,"Las Vegas",91551,0,0
556,"Chicago",130373,1,2
354,"Las Vegas",100534,0,0
316,"New York",172259,1,2
202,"Washington",140186,1,1
371,"Las Vegas",154076,1,3
470,"Miami",55476,1,4
353,"Las Vegas",158177,1,5
279,"Chicago",183348,1,1
649,"Hawaii",31182,0,0
319,"Miami",192889,1,1
448,"Hawaii",143922,1,1
261,"Washington",147608,1,1
507,"Hawaii",88678,0,0
403,"Washington",86340,1,3
365,"Hawaii",61972,0,0
374,"Miami",185874,1,3
382,"Hawaii",190584,1,4
572,"Miami",27105,0,0
612,"New York",43060,0,0
543,"Las Vegas",60427,0,0
365,"Hawaii",183729,1,3
511,"New York",152177,1,4
429,"Miami",118838,0,0
209,"Hawaii",179576,1,4
491,"Las Vegas",29862,0,0
480,"Hawaii",30237,0,0
350,"Chicago",135558,1,2
212,"Hawaii",61736,1,1
639,"New York",27120,0,0
646,"Washington",138513,1,2
234,"New York",151213,1,2
442,"Miami",158106,1,1
640,"Hawaii",180992,1,2
249,"Miami",126636,1,2
363,"Hawaii",107453,1,2
425,"Las Vegas",199227,1,5
611,"Miami",141185,0,0
457,"Washington",31650,1,5
210,"Washington",191816,1,5
585,"Las Vegas",153792,1,4
574,"Miami",61214,1,4
595,"Hawaii",73460,0,0
564,"Las Vegas",130598,0,0
200,"New York",152129,1,4
246,"Miami",185081,1,2
576,"Hawaii",148170,1,5
300,"Las Vegas",152938,1,2
214,"Miami",37430,0,0
460,"Hawaii",125471,1,4
541,"New York",79511,0,0
593,"Hawaii",59413,1,2
227,"Hawaii",150934,1,1
300,"Washington",43664,0,0
386,"Las Vegas",71115,1,5
385,"Las Vegas",69854,1,4
461,"New York",88416,1,3
624,"New York",167500,1,2
644,"New York",68977,0,0
258,"Miami",146685,1,5
324,"Washington",185138,1,4
573,"Las Vegas",178348,1,2
646,"Hawaii",112699,1,3
503,"Las Vegas",65057,0,0
235,"Miami",48699,1,2
260,"Washington",54920,1,2
352,"Las Vegas",183502,1,2
313,"Las Vegas",160234,1,1
313,"Washington",47755,1,2
552,"Las Vegas",152467,1,3
278,"New York",70820,0,0
469,"Hawaii",52275,0,0
511,"Las Vegas",76290,0,0
615,"Miami",148208,1,4
510,"Miami",73976,0,0
323,"Miami",35484,1,4
205,"New York",173058,1,3
219,"Washington",93160,0,0
276,"Washington",167094,1,2
584,"Miami",40503,0,0
221,"Las Vegas",25681,1,5
322,"New York",47449,0,0
600,"Hawaii",59719,1,2
447,"Las Vegas",63527,1,1
562,"Miami",41912,1,5
631,"Chicago",114252,0,0
510,"Washington",30961,0,0
381,"Chicago",185716,1,2
637,"Miami",100138,0,0
623,"New York",138627,0,0
433,"Miami",28107,0,0
261,"Hawaii",60091,0,0
482,"New York",93191,1,3
570,"Miami",77907,1,4
261,"Washington",199759,1,4
469,"Washington",183953,0,0
642,"Hawaii",116292,1,3
304,"Las Vegas",39173,0,0
388,"Las Vegas",120523,1,2
245,"Miami",99899,1,3
325,"Hawaii",112222,1,5
439,"Hawaii",27058,1,2
341,"Las Vegas",164552,1,3
470,"Las Vegas",103663,1,3
644,"New York",101024,0,0
474,"New York",161062,1,2
266,"New York",53123,1,4
517,"Miami",87072,0,0
506,"Hawaii",55276,1,4
345,"Miami",105915,1,3
390,"New York",87551,0,0
337,"Las Vegas",96669,1,3
575,"Hawaii",117042,0,0
467,"Miami",139308,1,2
563,"New York",132584,1,1
332,"Washington",121435,1,4
263,"Hawaii",113700,1,3
600,"Chicago",143566,1,5
204,"Hawaii",44463,1,1
456,"New York",114715,1,4
635,"Miami",144781,1,1
321,"Washington",182122,1,1
643,"Hawaii",100244,0,0
216,"New York",89667,1,2
316,"Miami",60088,0,0
317,"Miami",175983,0,0
627,"Las Vegas",119738,1,4
641,"Chicago",130275,0,0
530,"New York",42774,1,1
329,"New York",88362,1,2
384,"Miami",65981,1,2
291,"New York",195494,1,3
545,"New York",105298,1,4
534,"Las Vegas",164109,1,4
424,"Miami",56907,0,0
502,"Miami",182786,1,4
539,"Chicago",139278,1,3
548,"Chicago",60194,1,1
472,"Chicago",174077,1,2
376,"Washington",133311,0,0
